pt,mean_mae_xgboost,std_mae_xgboost,z_mae_xgboost
Haemorrhagic diathesis,0.8935105891784545,1.4491656499485004,"[-3.57347638e-01 -5.35769767e-01 -3.77592536e-01 -1.20884233e-01
 -2.70637298e-01 -4.25573006e-01 -4.44797687e-01 -3.09840536e-01
 -3.28693646e-01  1.01291465e-01 -3.29111735e-01 -1.62372361e-02
 -8.30276897e-02  4.84490879e-01 -2.68745302e-01 -2.01890437e-01
  5.01044889e+00 -1.88166079e-01 -3.27101826e-03 -4.22902867e-01
  5.06791453e-01 -4.91260716e-01 -3.57374619e-01 -1.63142918e-01
  2.38052900e-01 -5.21705780e-02 -5.10800815e-01 -8.18372337e-02]"
Bladder hypertrophy,0.8942012595959431,1.1952990513499548,"[-0.45874578 -0.61534053 -0.6168998  -0.24517862 -0.73222597 -0.48035085
 -0.74638347  0.34272724 -0.74631273 -0.74260707  1.07758164 -0.11119702
 -0.24408692  0.75866208  0.45899514 -0.58685363 -0.44210102  3.73909864
  1.03503866 -0.66015169 -0.74476969 -0.57760845 -0.45818396  1.81942706
 -0.6683217   0.50049111  0.86539522 -0.72009791]"
Central-alveolar hypoventilation,0.8943586276298452,2.165395965997701,"[-0.41241661 -0.41054745 -0.41244335 -0.38586455 -0.41244098 -0.28408551
 -0.4128939  -0.41222377 -0.41247168 -0.41207529 -0.29246365 -0.410854
  4.51020487 -0.4128479  -0.32619414 -0.41021405 -0.36788537  1.47604013
 -0.29285667  1.0432322  -0.41058591 -0.41280259 -0.41248953  0.67073512
 -0.41212127 -0.05411921 -0.32140881  0.80409387]"
Intestinal obstruction,0.8948821675990837,0.8613250229939136,"[-0.62255339 -0.6597628  -0.30332197  0.83971353 -0.7841775   1.08620047
  0.83809825  0.35558674 -0.22052292 -0.57079255 -0.82528605 -0.99803124
 -0.28246702 -0.2517762  -0.40613454  3.95212865  1.65203526  0.33376088
 -0.00809455 -0.85790345  0.2144263  -0.05915258  0.26302016 -0.87951049
 -0.00940529 -0.67549485 -0.22544326 -0.89513961]"
Angina bullosa haemorrhagica,0.8950898075993253,0.8028698535175468,"[ 1.18147278  0.86355221 -0.99074537 -0.53893973  1.41750355 -1.09979155
 -0.28020105 -0.7568478   0.79691254  0.09505906  2.90611635 -0.64710064
 -0.77204185 -0.01670426 -0.44735504 -0.40854056 -0.19795543  0.95129623
  0.11668064 -0.9946996   1.14712135 -0.55083282 -0.83488831  1.90279144
 -0.23729523 -0.69938165 -0.95164794 -0.9535373 ]"
Abdominal operation,0.8952066002441208,0.7295729217705432,"[ 0.17862968 -1.117466    0.368329    0.01495657 -1.2048544  -0.98262032
  0.09929578 -0.43076971  0.0826441   2.96830744 -1.13040522 -0.83370796
  0.3175668   2.77314959  0.4505193   0.12208552 -0.14461047 -0.16597125
 -0.21389005  1.5945895  -0.69643326 -0.49970231  0.19787283 -0.18594772
  0.45178546 -0.35327705 -0.92743523 -0.73264063]"
Anal erythema,0.8952516354713654,1.671860921392683,"[-0.36235307 -0.53062435 -0.52995118 -0.47216787  0.01436734 -0.53443063
 -0.25881042 -0.53356239 -0.51281072 -0.21109789  0.83184995  4.41668697
  0.12900309 -0.25378652  1.34098569 -0.53400996 -0.23717027  1.006224
 -0.17627027 -0.44129717 -0.4504172  -0.51596755 -0.532513    1.01090997
 -0.38639794 -0.43060061 -0.50414101 -0.34164699]"
Ageusia,0.8955258922191932,1.0152076249485775,"[-0.27552858 -0.39960171  4.34174464 -0.12854124 -0.50613167 -0.03319431
 -0.80394293 -0.03148151 -0.03059725 -0.55374626 -0.86157648 -0.45917239
 -0.87253733  0.24831986  0.08359956  0.46944356  0.1878194  -0.26853605
  0.35699454  0.09760829  0.72400882 -0.88149769  1.56270279 -0.54638054
  0.44792441 -0.7684072  -0.54808546 -0.55120728]"
Cervix cancer metastatic,0.8955614299521413,1.413202843203389,"[ 1.16396302  4.2445662  -0.46293402 -0.17582215 -0.53143141 -0.63181287
  1.19003734  0.79860483 -0.15518955 -0.63086444  0.45147114 -0.25599842
  0.06692529 -0.63300905 -0.21287266 -0.0201807  -0.55939453 -0.58563394
 -0.63057177 -0.42041304 -0.32981453 -0.58077164 -0.45969984 -0.4215053
 -0.48583326 -0.38982342 -0.62909776  1.28710647]"
Cerebellar hypoplasia,0.8962563361191432,1.1211475848831782,"[-0.68690363 -0.66991021 -0.6899173   0.06295638 -0.0063589  -0.78960259
  0.58700337 -0.44747332  0.26259976 -0.73229624 -0.77133607 -0.77620508
 -0.30416144  0.02927116 -0.37613255 -0.37803093  0.46088761 -0.35432722
 -0.12867806 -0.74283774  2.87385856 -0.41314958  0.63972479  1.78866735
  0.06124636 -0.73111094 -0.79129279  3.02350924]"
Fallopian tube operation,0.8963471794338108,1.4494702356630125,"[-0.17161244 -0.32557861 -0.61385022 -0.49639441  0.03883658 -0.61530158
  0.07518028 -0.6172901  -0.56235575 -0.57938243  3.14475809 -0.61698683
  0.98306011  0.13263779 -0.47888283 -0.61030973  0.13623799  0.96587142
  0.25597214 -0.39927248 -0.47195184 -0.61761622 -0.61623666  3.36025641
 -0.24418332 -0.35989138 -0.55253961 -0.14317438]"
Ischaemic cerebral infarction,0.8963522702223683,0.8260443945194581,"[-0.25646288  2.12552159 -0.33776033 -0.65217626 -0.06478205 -0.19336278
 -0.47750226 -0.10169158  0.92415761 -1.08223287  1.17029002 -0.3998391
 -0.31047547 -0.8861692  -0.29492147  0.43513283 -0.2171066  -0.95504924
 -0.49857989 -1.0750929   3.56133606 -0.40454014  0.26232242 -0.95116674
 -0.26462467  0.51085021 -0.58152904  1.01545473]"
Enterobacter test positive,0.8963636640779681,2.0233367985634416,"[-0.32532346 -0.43923631 -0.43662443 -0.44262423  1.55733904 -0.44256664
 -0.39955141 -0.43989927 -0.42043605  0.38387542 -0.4343373   1.92815473
 -0.43843752 -0.38038649  0.84700761 -0.40391216 -0.22915231 -0.41455495
 -0.43094007  4.14740226 -0.4399965  -0.4363824  -0.44271386 -0.41397346
 -0.44285502 -0.33251827 -0.44260411  0.16524716]"
Serum ferritin decreased,0.8964498696647067,1.5382955205781996,"[ 0.03364551 -0.52335526 -0.58188558 -0.55569918  4.57329985 -0.5745509
 -0.54348444 -0.32419733 -0.58053279  0.80709655 -0.46127809  0.68470354
  0.22827839 -0.57915946  0.11294774 -0.17343728  0.24777141  0.98419265
 -0.40529254 -0.57983893 -0.51603471 -0.56109865 -0.43455569 -0.44302885
 -0.572917    0.70748509  0.06807654 -0.03715059]"
Oesophageal motility disorder,0.8967022616112957,0.9968507379730562,"[-0.31959382  3.12682161 -0.86798773  0.08501376 -0.2719853  -0.89025774
 -0.3570019  -0.58945291 -0.67828394 -0.88551927  0.44134949 -0.46371674
  2.64434085 -0.89572317  0.30880322 -0.17892062 -0.69117064  0.54906588
 -0.53001818  0.64841091 -0.65155367  0.35071724 -0.26743404 -0.52460602
 -0.47745677  0.02748469 -0.52813671  1.88681151]"
Multiple congenital abnormalities,0.8970864022355521,1.2876676440229278,"[-6.92613638e-01 -6.01328613e-01 -6.95598988e-01 -6.33853260e-01
 -2.55456149e-01 -6.91540685e-01 -1.11829740e-01  9.65363793e-01
 -6.47333023e-01 -6.32764049e-01  1.00955705e+00 -4.39294115e-01
  2.70783521e-03  1.31772057e+00  1.18079281e+00 -6.88529845e-01
 -5.49374641e-01  3.70744526e+00 -1.95710399e-01 -6.87395174e-01
 -5.37894985e-01 -6.93635782e-01 -6.23054091e-01  2.29777530e-01
 -6.08584395e-01 -6.10476753e-01  1.44779703e+00  7.35106445e-01]"
Anal abscess,0.8980115200104085,1.7884548167582637,"[-0.26939248 -0.1859412  -0.39446782 -0.42327511 -0.40178403  0.41053337
  4.84936858 -0.28395048 -0.21743721 -0.23109167 -0.30797168 -0.31706779
  0.12280202  0.0626569  -0.32809149 -0.14509398 -0.28417326 -0.46893258
 -0.38007345 -0.44060664 -0.29683826 -0.23063792 -0.10527543 -0.46854663
 -0.29630498 -0.09478393 -0.28682337  1.41320054]"
Infusion site discharge,0.8980468113933552,1.6070502014494057,"[ 0.02526775  0.94883833 -0.51998419 -0.31955189  0.02146159 -0.49438564
  1.62477522 -0.06879716 -0.11952944 -0.55144802 -0.4747198   0.69810187
  0.88735772 -0.38742455 -0.37752979 -0.32488215 -0.32770338 -0.44601374
 -0.43536274 -0.34139446 -0.55449668 -0.4093633  -0.55810327 -0.45037837
 -0.36987196 -0.51435976 -0.55475939  4.39425721]"
Throat tightness,0.8985851484363475,0.9878924425877003,"[ 0.7943148   0.2827514  -0.56533336 -0.28729852 -0.82937531 -0.67545864
  4.61041846 -0.26314817 -0.15007683  0.64248352 -0.42960317 -0.3565552
  0.08342092 -0.20294171 -0.3903272  -0.20100803 -0.18548241 -0.73624841
 -0.17275332 -0.39327462  0.01733039 -0.45299609 -0.55872681  0.57425195
  0.07934953 -0.28638878 -0.90415525  0.95683086]"
Gluten sensitivity,0.8988267572334203,0.854752487216088,"[-0.53106713  0.05877153 -0.7618977  -0.62016907 -0.3719143  -0.76056203
 -0.34140058 -0.75448913  0.51987591  0.13869375  0.40095887 -0.80578993
 -0.52636944 -0.54746936  0.73865594 -0.7404896  -0.20889093  1.41112826
 -0.32053766  4.11364905 -0.44605763  0.21417899 -0.57332215  1.11254681
  0.64260652  0.42848745 -0.85653575 -0.61259068]"
Biliary cirrhosis primary,0.8991506240610442,1.1700886965200243,"[ 0.2017182  -0.10506495 -0.75864178 -0.70139338  0.03757568 -0.76073002
  0.4142985  -0.75115125 -0.72334262 -0.49111532  2.9067203  -0.64569632
  0.61344647 -0.51443512 -0.76737296 -0.63418346  0.45472328  1.40497894
 -0.17989591 -0.0198545  -0.68749809 -0.41601465 -0.70944517  2.98632662
 -0.31611878 -0.26233348 -0.72660189  1.1511017 ]"
Hyperaemia,0.8991541206354107,1.534142304565412,"[-0.56490387 -0.55703025 -0.58540541 -0.58491257 -0.52023893 -0.58604405
  0.56956836 -0.58335472 -0.58282253 -0.52387817 -0.43317452  0.2018714
 -0.51511611  4.38359658 -0.16811535  0.63713783 -0.58358186  0.88822393
  0.29679626 -0.47373558  0.87859933 -0.46436815 -0.33873043  0.88718829
  0.76754901 -0.33895944 -0.5237516  -0.58240745]"
Hemiparesis,0.8995665924936878,0.7688664430192723,"[-0.65594577  1.27350482 -0.49858729 -0.23516435 -1.00887505 -0.77923013
  0.71163664  0.24088545 -0.27117026  0.13428298 -1.03408894  0.87716983
 -0.58814968  4.0512681  -0.1048693   0.31421096  0.18287107 -0.97720179
  0.06102165 -0.88323433 -0.07944986 -0.34700054  0.1350689  -0.1025969
  1.20556512 -0.04776525 -0.91642471 -0.6577314 ]"
Adrenal mass,0.8995903010625589,0.8781733242478726,"[-0.01072894  1.40222724 -1.00669912 -0.73214671 -0.550155   -0.87427504
  0.34510734 -0.78935021 -0.56833383 -0.47033313  2.08754002  2.30992106
  0.68849184 -0.70905987 -0.42384926 -0.83944566 -0.58459654  0.52856192
 -0.2045556  -0.17996214 -0.9223241  -0.52325073 -0.58494582  0.94351828
  0.17026291 -0.21384819 -0.87352051  2.58574979]"
Pharyngeal mass,0.8997930624098152,1.4142606372404831,"[-0.6042394  -0.16023515 -0.58672893 -0.63253393  0.08963778 -0.29485993
 -0.38292844 -0.63035997  1.83140073 -0.46889051 -0.17717244 -0.57615383
 -0.54022754 -0.05666356  0.58212492 -0.62307749 -0.58470558 -0.36629562
 -0.44361807  4.2695385  -0.58355429  0.28012364 -0.03397865 -0.53719986
  1.05941181  0.60904915 -0.40170725 -0.0361561 ]"
Heart valve incompetence,0.9003043114386629,0.9803010557295792,"[-0.52096735 -0.61636359 -0.41210487 -0.91458694 -0.74379195 -0.76315026
  0.6333195  -0.24606464 -0.41821256 -0.66372044 -0.57282582  1.68932642
 -0.63442814  4.05347262  0.3292881   0.46873084 -0.11853528  1.06521722
 -0.14021614  0.08545347 -0.41841214 -0.19133167 -0.18219842 -0.16686247
  0.77375769 -0.91058954 -0.86551752  0.40131384]"
Aortic thrombosis,0.9003353822329017,1.179476411396747,"[-0.55968352 -0.32909832 -0.66215063 -0.45650259 -0.54419784 -0.66210037
 -0.20546368 -0.13062604 -0.20936441 -0.1888973  -0.28764864 -0.43467498
 -0.28475868  1.13454719 -0.16134424 -0.55523601  4.25389416  1.35341054
  0.07069029 -0.67388265  1.39481574 -0.52976825 -0.64993483 -0.48361375
 -0.43030132 -0.42157626 -0.01873171  0.67219807]"
Abdominal strangulated hernia,0.901001598581761,2.991656673398939,"[ 0.40452317 -0.24145891 -0.2982855  -0.29968546  5.10081087 -0.29938632
 -0.29840122 -0.29993465  0.01350558 -0.20641122 -0.16206522 -0.29656283
 -0.28911618  0.22251608 -0.30053868 -0.02105518  0.26444439 -0.29847061
 -0.30116322 -0.30089464 -0.30078276 -0.30043583 -0.3010547  -0.21640261
 -0.30061041 -0.29370878 -0.30025789 -0.07911726]"
Bladder irritation,0.9010304403148636,1.2565249696740475,"[-8.66575169e-02 -4.30863468e-01 -2.67505373e-01 -7.13867721e-01
  4.10476495e-01 -6.37868171e-01  9.64428752e-01 -4.62582637e-01
 -2.18920797e-01  1.06940879e-01  9.84616720e-01  2.37815340e-01
 -7.11185915e-01 -6.31723708e-01 -4.24655648e-01 -4.23380993e-01
 -2.48236450e-01  5.38371264e-01 -5.31543318e-01 -6.76261902e-01
  1.35944522e-03 -6.42365250e-01 -2.91127508e-01 -1.78711207e-01
 -4.46413544e-01  3.70401740e-01 -1.90844935e-01  4.60030543e+00]"
Gastrointestinal polyp haemorrhage,0.9014022843116607,0.951441665276828,"[ 0.71646552 -0.69594128 -0.94102884  0.45472476  1.17278203 -0.820807
 -0.27436813 -0.25199418 -0.41406523  2.64307709 -0.77366176 -0.3638545
 -0.87606537 -0.35541161 -0.90325371 -0.89100409  2.28739122  0.5773576
 -0.63685982 -0.89273314  1.83350071 -0.77426978 -0.11152953  1.02388137
 -0.60109092  0.1517556  -0.88844636  0.60544934]"
Salpingo-oophorectomy,0.9014719744761409,1.6008438766185549,"[-0.28323088 -0.55836082 -0.52758409 -0.184495   -0.021504   -0.56141611
 -0.37920651 -0.52455895 -0.56238443 -0.27111678  0.26904251  4.11198936
  0.13787329  0.0307466   1.00514364 -0.37163084 -0.41780807  0.58622488
 -0.56189612 -0.54448659 -0.38699037 -0.20240312 -0.56238232  2.37884927
 -0.1720452  -0.49368809 -0.55962617 -0.37305509]"
Abdominal wall cyst,0.9032661151524304,1.3548099726205252,"[-0.66405734 -0.63390774  0.01254496 -0.64255343 -0.6260305  -0.37876538
 -0.66330739  0.71226513  0.10044361 -0.66543127 -0.24583557 -0.45470008
  0.83619208 -0.36485694 -0.51772706  0.90994423  1.18608416  0.70725351
 -0.41865876 -0.66349869  4.18519452 -0.66567696  0.96415326  0.1199738
 -0.66253233 -0.53758512 -0.34580766 -0.58311704]"
Burn infection,0.9035902932485874,1.6465577874184771,"[-0.30640373 -0.43930001 -0.54236368 -0.26677562 -0.08079409  0.98530859
 -0.4173634  -0.54484507 -0.46815209 -0.27936334  0.08992442  0.01675004
 -0.0645859  -0.30150466 -0.23660413 -0.52679264 -0.28971659  0.34233247
 -0.39727733 -0.35555723 -0.49074229 -0.41652425  1.80074985 -0.10550149
 -0.45987732  4.52544001 -0.49436865 -0.27609186]"
Abdominal abscess,0.9045390103674782,1.72868346307986,"[-0.06880895 -0.22976964 -0.35696882 -0.30759733 -0.21460679 -0.3188293
  4.82270371 -0.22076581 -0.15756373 -0.28001546 -0.39910001 -0.39876692
 -0.35935102  1.16048281 -0.28176956  0.30374757 -0.13440462 -0.48980439
 -0.09971212 -0.24089444 -0.2117438  -0.29357302 -0.17960614 -0.45432704
 -0.50345097 -0.52180649 -0.44513924  0.88144153]"
Liver disorder,0.9047018325679764,1.396250610803696,"[-0.45944427 -0.21018028  4.65140361 -0.26324345  0.41321482 -0.45221136
  0.16069046 -0.33156318 -0.34121558 -0.48410882 -0.36250216 -0.39002768
 -0.29370962 -0.59783839 -0.01428564  0.5086025  -0.30119962 -0.43346959
 -0.12150351 -0.52448868 -0.3219879   0.10300071  1.58932846 -0.56954386
  0.32065129 -0.32626571 -0.48392738 -0.46417515]"
Anti factor X activity increased,0.9047211354209753,1.5589299342025935,"[-0.51296658 -0.15406776 -0.21587474 -0.57783098 -0.38354609 -0.57792143
 -0.57484989  0.68430691  0.3834795  -0.57073206  2.42659923 -0.5761549
 -0.54810622 -0.57836974  0.53400248  0.98830648  0.25035963 -0.05227195
 -0.30231733 -0.45405084  3.88181872 -0.57777475  0.32479584 -0.58009866
 -0.49933856 -0.57953146 -0.57892284 -0.57894202]"
Intentional product use issue,0.9054284605796631,1.1551595355738438,"[-0.03739383  0.26425165 -0.36671767 -0.07918051  0.08761558 -0.51914688
 -0.58167976 -0.14724333 -0.15441466 -0.21613409 -0.74097753 -0.49788589
 -0.54269784 -0.67456288  0.22204566 -0.18098677 -0.73577972 -0.29972041
  0.47777227  0.78373355 -0.014431    4.58638179  0.05327399 -0.37153438
 -0.50068142  1.36083206 -0.65609208 -0.5186459 ]"
Acalculia,0.9054285401454918,1.3007160799382425,"[ 0.86907354  3.48228447 -0.68237022 -0.46545177  0.31375383 -0.69099079
  0.4850727   0.46784819 -0.58867254 -0.48279327 -0.17556346  2.7847751
  0.05641172 -0.69348011  0.30156616 -0.42742411 -0.69507746 -0.06131748
 -0.69187178 -0.69496094 -0.60926057  0.51425996 -0.68026821 -0.16051099
  0.56607251 -0.69181466 -0.69485703 -0.65443278]"
Peripheral artery stenosis,0.9054654018370707,1.0649418771945502,"[-0.30765196  0.83368017 -0.82335436 -0.57880397 -0.23293802  0.18132585
 -0.45172458 -0.75014622 -0.00756576 -0.04440786  1.09125116  2.78778237
 -0.19605405 -0.62464151  0.37183694 -0.6520953  -0.59952617 -0.27119907
 -0.64128394 -0.58124893 -0.73520298 -0.5790063   1.1261717  -0.26578365
  0.05870748  3.30810317 -0.84989256 -0.56633165]"
Biopsy cervix,0.906359917198043,1.4986077443982417,"[ 0.62371273 -0.58300466 -0.60042854 -0.60212839  2.70342594 -0.60140453
 -0.45088258 -0.60082085 -0.58016046  0.5131818   0.41842141 -0.60166199
  3.59144004 -0.42074283 -0.60320151 -0.47220124 -0.39490789  0.78667463
 -0.60046782  0.5983604  -0.60215467 -0.60354305 -0.60029793  0.34299643
 -0.60469247  0.00618141 -0.50432775  0.44263438]"
Intestinal prolapse,0.9065283398773428,0.8169096659185756,"[-0.54577478  0.11692443 -0.67596962 -0.8353226  -1.05880541 -0.4492253
 -0.33818853  0.13111263  0.03408553  0.44437092  3.80254213 -0.63807909
 -0.19210972 -0.39113498  0.02001589  0.58085832 -0.22704379  0.24853109
  0.52331093 -0.92555566  2.40067822 -0.52869736 -0.59416965 -0.17732836
 -0.65969882  0.83307697 -0.82514643 -0.07325698]"
Bullous haemorrhagic dermatosis,0.9066551582865474,1.8949808416069926,"[-2.33119958e-01 -4.74989070e-01 -4.76763898e-01 -3.90502062e-01
 -1.50156232e-01 -4.76888431e-01 -4.49897319e-01 -3.79470415e-02
 -4.63252427e-01 -1.52827333e-01  1.58297652e-01  4.54928990e+00
  2.92998548e-03  9.18285855e-02  1.80570051e+00 -4.57076112e-01
 -4.28727508e-01  7.40917849e-01 -3.07495401e-01 -4.78071861e-01
 -4.69597906e-01 -4.64453656e-01 -4.76960377e-01  1.89986907e-02
 -4.38496561e-01 -4.64630266e-01  3.60967006e-01 -4.37076761e-01]"
Urine output increased,0.9067902622194267,1.4995491327460269,"[-0.4617281  -0.54587776 -0.28857883 -0.56299437 -0.40465379  4.6164985
  0.00512559 -0.45067832 -0.51195799 -0.12363884 -0.46993457 -0.47768866
 -0.33866729  0.08281455 -0.14281815 -0.57242522 -0.45056653  0.08578697
  0.21588401 -0.10836783 -0.5738416   0.72227643  1.26318244 -0.42770365
 -0.60404113  0.90877732 -0.0326975  -0.35148568]"
Mucosal dryness,0.9069345578067802,1.3623209796758646,"[ 1.37122064 -0.44081891 -0.66555427 -0.61696661  2.89375529 -0.66183318
  0.09211495 -0.65675023 -0.51643027  0.24114632 -0.18447689 -0.5906663
  0.73790556  0.25115693 -0.60227825 -0.54251284 -0.41999852  0.05475125
 -0.32850378 -0.51221494 -0.09431241 -0.65555367 -0.66474566  3.46571044
 -0.12842378 -0.06848378 -0.63211065 -0.12512645]"
Liver iron concentration increased,0.9069479178816442,2.5673637463947285,"[ 0.34057264 -0.29455073 -0.35285378 -0.35179936  4.95792294 -0.35150526
 -0.35053672 -0.34967356  0.26551495 -0.26009293 -0.21649228 -0.34872924
 -0.34140774  0.16162501 -0.35263824 -0.07785247  0.20285081 -0.35060494
 -0.35325734 -0.35298823 -0.35287823 -0.35253713 -0.35311808 -0.26991638
 -0.35271851  0.94496549 -0.35236218 -0.13493852]"
Costochondritis,0.9073528664677619,0.8797611920137711,"[ 0.12651451  3.37566076 -0.63919327 -0.67583809 -0.58159624 -0.74502609
  0.87866982  0.39396323  0.79233047 -0.27461013  0.49254033 -0.59160376
 -0.85386548 -0.81234098 -0.6234842  -0.49026245 -0.70744258 -0.62809916
 -0.13701509  1.02593407  0.9233359  -0.29750033  0.1852375  -0.95570859
 -0.22078757 -0.47604248 -0.87118696  2.38741685]"
Bronchitis chronic,0.9076406166676012,0.7781349891107835,"[ 0.85636413 -0.58186277 -0.54510893  0.27705923 -0.54986079 -0.63332815
 -0.37961026 -0.65181571 -0.09257942  3.12764491  2.3728574  -0.76502892
  1.73292668 -0.94591502 -0.73749206 -0.5211249  -0.61715377  1.11177696
 -0.50986809 -0.38737843 -0.10283297 -0.54036007 -0.49804061  0.59883279
 -0.52423392 -0.22829906 -0.92766545  0.66209719]"
Breast conserving surgery,0.9076691999833862,1.249407919464208,"[-0.2425681  -0.20916028 -0.63466037 -0.37477098  4.76381168 -0.49486835
 -0.25268952 -0.3874028  -0.30626046  0.70687807  0.69781412 -0.5340672
 -0.33623367 -0.07184858 -0.49427288 -0.107325    0.18711054 -0.21040447
 -0.43804176 -0.38680134  0.10952255 -0.48965028 -0.29265081  0.96813044
 -0.535646    0.25775803 -0.53354333 -0.35815928]"
Gastrointestinal polyp,0.9079484606857473,1.0686626201968055,"[-0.3464105  -0.62766302  0.08101058 -0.59028089  0.28715753  0.25803242
 -0.65026293  0.27707567  0.12797262 -0.07758376 -0.1438903  -0.75799473
  0.06969417 -0.56127084 -0.77195846  0.69139749  0.73198941 -0.316389
 -0.70716719 -0.77915829  4.42572508 -0.37401744  0.90245384  0.10818806
 -0.76557764  0.83729175 -0.7157482  -0.61261543]"
Drug eruption,0.9082713623676534,0.9868557289390762,"[-4.99452818e-01 -3.82842959e-01  4.01497909e+00 -6.84535807e-02
 -3.92157980e-01 -5.71106661e-01  1.67881435e-01 -4.97804028e-01
 -2.56646249e-01 -4.93633106e-01 -5.98452307e-01 -2.96351719e-03
 -8.13887088e-01 -1.50868567e-02  3.07551004e-01 -9.68035076e-02
 -9.08070518e-01 -6.23262378e-01  1.40743526e-01 -7.52870875e-01
  1.88713942e-01 -9.01509708e-02  1.48239634e+00 -8.99952834e-01
  4.00655836e-01  1.90356005e+00  1.51558227e-01 -7.94441213e-01]"
Device use confusion,0.9087415023591326,1.661155650304901,"[ 0.58012467 -0.53986532 -0.05633089  1.24669764  0.28007229 -0.19941671
 -0.54674126 -0.52388781 -0.54162346  4.52480344 -0.5325415  -0.10492789
 -0.19572936 -0.54530275  0.40501331 -0.53305136 -0.03373606  0.65655866
 -0.54688872 -0.54423491 -0.53954967  0.09275858 -0.42619722 -0.5211752
 -0.54618869 -0.54687923 -0.54083242  0.77907186]"
Cold sweat,0.908926374091066,0.4877649978426714,"[ 0.51518604  0.95237402 -0.3229853   0.59671169  0.03858546  2.89732342
 -0.75844082 -0.45573943  0.59430925  0.77189811  0.00883961  1.08402838
 -1.73373888 -0.90895872  0.13740625 -1.61676431 -0.42505171 -0.49871848
  0.14082527  0.37261676 -0.29620657 -1.85146998  0.61187518  0.04375481
  0.58500082 -1.11131667 -0.76832773  1.39698351]"
Feeling jittery,0.9091406195749453,0.669625286547944,"[ 1.77540359 -0.29215447  0.09582709 -0.61824769  1.97135517  0.39620269
  2.69590126 -0.51814762  0.3547314  -0.66049328 -0.91451994  0.96265864
  1.1843674  -1.16712486  0.36460959  0.30675004 -0.06351389 -0.82231795
 -1.35713986 -0.57038972  0.69633512  0.27684097  0.09787374 -1.25856889
 -0.40649158 -0.76664896 -0.59453464 -1.16856335]"
Phlebitis,0.9097257363023399,1.3231461942518943,"[-0.24884767 -0.43676805 -0.44776721 -0.1539981  -0.00694122  0.73754259
 -0.47924811 -0.40721859 -0.30142037 -0.16966676 -0.47740154  0.12640254
  0.06092613 -0.32868441 -0.25806848 -0.50623232  4.89234289 -0.60382853
  0.3051385  -0.43840838  0.39126122  0.43981227 -0.18382538 -0.19997899
  0.0734635  -0.15400244 -0.58709749 -0.6374856 ]"
Paranasal cyst,0.9098654428043743,2.0906179122980246,"[-0.25494535 -0.29753564 -0.42536756 -0.35188869  1.73736822  0.41736599
 -0.43286895 -0.43130179 -0.33994702 -0.10201622 -0.36125612 -0.40965567
  0.21687999 -0.08622996 -0.43511585 -0.34701864 -0.29139903 -0.3735245
 -0.43502938 -0.38045151 -0.43463772 -0.43450812  1.20443878 -0.40512406
 -0.26144453  4.50065109 -0.43487563 -0.35056215]"
Anaesthetic complication,0.9100675646744806,0.8454312400642773,"[-0.39436971 -0.25863955 -0.40784456 -0.5749299  -1.03920939 -0.79529528
 -0.26708508 -0.75646576  0.86048343 -0.35851099  0.48755977 -0.27743504
  0.58733493  0.71068887  1.11402294 -0.68554477 -0.6435069  -0.36988985
 -0.81231176  3.66136009 -0.53380526  1.15911408  0.41474613 -0.7437471
  1.67604013 -0.73487719 -0.92292911 -0.09495317]"
Pain management,0.9103605986070181,1.4651551091086752,"[-0.42297631 -0.37883848 -0.60762437 -0.53899383  0.48028624 -0.61183255
 -0.3941353   0.54770844 -0.57058876 -0.23231254 -0.59955905  0.99050283
  0.97334168 -0.61970729  0.66968357 -0.597848   -0.20208959  4.2887243
  1.06422934 -0.44074138 -0.53388104 -0.44009357 -0.62053862 -0.49481538
 -0.53903931 -0.54195485  0.72354761 -0.35045379]"
Autoimmune thyroid disorder,0.9104488744147012,1.6096208318276826,"[ 1.28012836  4.40417011 -0.42430005 -0.26890039 -0.46263229 -0.56430856
  0.91382079  0.8889892  -0.080581   -0.4674408   0.65517168  0.75998943
 -0.33409522 -0.56327318  0.08561927 -0.02721121 -0.56539998 -0.56223935
 -0.49860755 -0.43962748 -0.30248019 -0.37901218 -0.54579578 -0.48038554
 -0.38103375 -0.51260281 -0.56536466 -0.56259685]"
Arteriovenous fistula occlusion,0.9108945096658078,1.487383380984989,"[ 1.01273895  0.03516008 -0.37214832  1.19566482 -0.03849664 -0.31892696
 -0.38503339 -0.38620254 -0.4578529   4.51104629 -0.34647336  0.47170619
 -0.17350852 -0.60403914  0.02541553 -0.52367016 -0.16493371  0.59549096
 -0.57603874 -0.55762889 -0.55642136  0.03529938 -0.59764137 -0.59513155
 -0.57730121 -0.60457784 -0.60899062  0.56249501]"
Anosmia,0.911659372831824,0.9531401761148014,"[-0.56580657 -0.12713547 -0.28521982 -0.30501122 -0.95152535  3.96560157
 -0.38831876  0.05295796 -0.22763745 -0.48073755 -0.92299079 -0.33827164
 -0.31914929 -0.26349591 -0.22432803 -0.14248225 -0.08097337 -0.60567677
 -0.15533114 -0.9501246   1.99187383  0.86105675  1.30840318  0.78924186
 -0.06603931 -0.46308826 -0.69232424 -0.41346736]"
