pt,mean_mae_xgboost,std_mae_xgboost,z_mae_xgboost
Bronchopleural fistula,0.09689710882958025,0.13157733827375181,"[-0.2329008  -0.67984148 -0.16636053 -0.20692585 -0.58324014  3.41887343
 -0.6477383   0.10354791 -0.00854013 -0.13778002 -0.63719689  2.80899616
 -0.59514212 -0.62152065  1.39938178  0.13586283 -0.33917562 -0.435893
 -0.32146753 -0.65911685 -0.40078107 -0.31555446  1.32567175 -0.37481832
 -0.35641658 -0.27703611 -0.56133353 -0.63355388]"
Steroid dependence,0.09690067252709664,0.14136590769592658,"[-0.54576805 -0.10980072 -0.67665939 -0.2641959   0.14200631 -0.2381958
 -0.35179378 -0.673505   -0.4905593   0.24514748 -0.0367095   4.53102911
  0.72302227 -0.68294261  1.18175247  0.80340549 -0.62578137  0.58236376
 -0.60368741  0.00946114 -0.57750005 -0.02853049 -0.44630782 -0.35146045
 -0.41768418  0.0845499  -0.5115312  -0.67012491]"
Tongue erythema,0.09690067252709664,0.14136590769592658,"[-0.54576805 -0.10980072 -0.67665939 -0.2641959   0.14200631 -0.2381958
 -0.35179378 -0.673505   -0.4905593   0.24514748 -0.0367095   4.53102911
  0.72302227 -0.68294261  1.18175247  0.80340549 -0.62578137  0.58236376
 -0.60368741  0.00946114 -0.57750005 -0.02853049 -0.44630782 -0.35146045
 -0.41768418  0.0845499  -0.5115312  -0.67012491]"
Bladder tamponade,0.09690067252709664,0.14136590769592658,"[-0.54576805 -0.10980072 -0.67665939 -0.2641959   0.14200631 -0.2381958
 -0.35179378 -0.673505   -0.4905593   0.24514748 -0.0367095   4.53102911
  0.72302227 -0.68294261  1.18175247  0.80340549 -0.62578137  0.58236376
 -0.60368741  0.00946114 -0.57750005 -0.02853049 -0.44630782 -0.35146045
 -0.41768418  0.0845499  -0.5115312  -0.67012491]"
Dissociative amnesia,0.09690736292395741,0.14743792294529717,"[ 0.62644327 -0.1783568  -0.47914123 -0.5053356  -0.59191488 -0.55518369
 -0.09296055 -0.42865994 -0.52632287 -0.31146345  0.0117373  -0.15721518
  0.66607441 -0.16414322 -0.46092167 -0.64393208  1.33765729  0.13334048
 -0.23783696 -0.57898278 -0.16917979 -0.35885519 -0.40809319  4.67151664
  0.14367295  0.11109723 -0.44287072 -0.41016979]"
Aneurysm repair,0.0969126234288394,0.11522429383429843,"[-0.00937723  1.86079725 -0.71002156 -0.62848607  0.08221113 -0.74535985
 -0.14145088 -0.71628695 -0.26315458 -0.64604829 -0.30870511  3.5866498
 -0.54412637 -0.36979326  0.92652618  0.30780458 -0.76372321 -0.33121379
 -0.8398293  -0.67541939  1.75125015  0.93545206 -0.64219908 -0.70093567
  0.66406912 -0.36430854 -0.05563836 -0.65868278]"
Venoocclusive liver disease,0.096928961525139,0.13100337467273337,"[-4.74618194e-01  7.25246480e-01 -7.13249107e-01 -3.90881229e-01
  3.99153777e-01 -4.16753699e-01 -2.80654491e-01 -5.48439574e-01
 -2.61165014e-01  3.72727192e-01 -2.55535478e-01  4.73438665e+00
  1.75465526e-01 -5.47274143e-01  9.47392504e-01  2.22519963e-01
 -3.76917311e-01 -1.94548814e-01 -5.52858067e-01 -4.41166433e-01
 -5.41003134e-01  3.84084996e-01 -4.48664367e-01 -4.14129002e-01
 -3.52248347e-01 -3.15501125e-01  4.65763076e-03 -4.40027193e-01]"
Muscle contusion,0.09697418034289053,0.14725651597040543,"[ 0.23064286  0.27175357 -0.07904163  0.06976546  4.92783486 -0.22384638
 -0.59652961 -0.63856955 -0.55448651  0.16198626 -0.47815294  0.19182258
 -0.18984171 -0.58544276 -0.48667075 -0.24013677  0.54065577 -0.1091667
 -0.50281198  0.26222879 -0.13519133 -0.44749132 -0.47222567  0.21659338
 -0.26984832 -0.47855339 -0.22299814 -0.16227806]"
Saliva altered,0.09697938479283559,0.12542906779947244,"[-0.42637107  4.67641611 -0.16607212 -0.37308771  0.25943131 -0.3622466
 -0.54149996 -0.23677392 -0.24553981 -0.52706498  0.26907811 -0.60221306
  0.82798118 -0.25325888 -0.01466377  0.09359309 -0.51976435 -0.56383351
 -0.73384652  0.0606609  -0.24003853  1.1704284  -0.4527058  -0.30750197
  0.49756974 -0.57632547 -0.43425412 -0.27809668]"
Mycobacterium avium complex immune restoration disease,0.09700647144511874,0.0880124696665516,"[-0.30247223  0.02863583 -0.11204519 -1.02569793  0.40526024 -0.38912536
 -0.0552826  -0.99701902 -0.33930785  0.29787838  0.32385403 -0.7975814
  0.71840593 -0.41499854 -0.84038059 -0.67726495 -0.06000873  1.39615027
 -0.67774104 -0.42326717 -0.44468121 -0.59409257  0.69208473 -0.54372256
 -0.15923294  1.56120877 -0.57266562  4.00310932]"
Tetany,0.09702011106336224,0.09176873155963933,"[-0.45261233 -0.51308908 -0.27531213 -0.58307346 -0.27110355 -0.21209262
  0.04713141 -0.32701136 -0.45651767 -0.06532439 -0.31782746 -1.02956401
  0.50841308 -0.29575689 -0.5753333  -0.73555915  1.43582776  1.31638089
  0.43371106 -0.90394001  0.60534747 -0.39019904 -0.02307787  0.67142229
 -0.77211461 -0.60012507 -0.39197934  4.17337936]"
Fluid intake restriction,0.09702011106336224,0.09176873155963933,"[-0.45261233 -0.51308908 -0.27531213 -0.58307346 -0.27110355 -0.21209262
  0.04713141 -0.32701136 -0.45651767 -0.06532439 -0.31782746 -1.02956401
  0.50841308 -0.29575689 -0.5753333  -0.73555915  1.43582776  1.31638089
  0.43371106 -0.90394001  0.60534747 -0.39019904 -0.02307787  0.67142229
 -0.77211461 -0.60012507 -0.39197934  4.17337936]"
Electrocardiogram T wave amplitude decreased,0.09702011106336224,0.09176873155963933,"[-0.45261233 -0.51308908 -0.27531213 -0.58307346 -0.27110355 -0.21209262
  0.04713141 -0.32701136 -0.45651767 -0.06532439 -0.31782746 -1.02956401
  0.50841308 -0.29575689 -0.5753333  -0.73555915  1.43582776  1.31638089
  0.43371106 -0.90394001  0.60534747 -0.39019904 -0.02307787  0.67142229
 -0.77211461 -0.60012507 -0.39197934  4.17337936]"
Substance use disorder,0.09705792448625693,0.12286405130275359,"[ 0.85585791 -0.07477854 -0.409759   -0.77560738  0.12756563 -0.65265906
 -0.31470631 -0.51787584 -0.4529304  -0.73384594  0.51583126 -0.00791006
  0.0622981  -0.07227923 -0.39961451 -0.75523343  1.22389694  0.62127388
 -0.67614051 -0.7356993  -0.49192708 -0.21272556 -0.31182609  4.50384287
 -0.07527671  0.40544399 -0.36935706 -0.27585857]"
Chronic idiopathic pain syndrome,0.09707549212700022,0.10801537768127784,"[-0.4265542  -0.06532801 -0.13257241 -0.56571875  0.84645846 -0.69010899
  0.46141347 -0.52809281 -0.82598792 -0.26055724  2.23323997 -0.40411962
  0.97905936 -0.73062044 -0.64304145 -0.63274516  0.35687201 -0.64558705
 -0.58784037  0.90558364 -0.05910346 -0.44268531  0.11553771 -0.25323981
 -0.70129623 -0.78911457 -0.30713695  3.79328613]"
Spinal cord abscess,0.09712505576732967,0.08855274351794282,"[-0.78729878  2.29290104 -0.37224188 -0.58377607  0.12456789 -0.3800637
 -0.95271717 -0.65963881 -0.61916292  0.42911488  1.06029269 -0.87839321
  1.03117331 -1.08636911 -0.95374786 -0.11849391  0.0148586   2.27461756
 -0.34612552  0.10252722 -1.02054855  0.03973537 -0.08008914 -0.22204333
 -0.01540345 -0.33087978 -0.70216815  2.7393728 ]"
Sputum abnormal,0.09712505576732967,0.08855274351794282,"[-0.78729878  2.29290104 -0.37224188 -0.58377607  0.12456789 -0.3800637
 -0.95271717 -0.65963881 -0.61916292  0.42911488  1.06029269 -0.87839321
  1.03117331 -1.08636911 -0.95374786 -0.11849391  0.0148586   2.27461756
 -0.34612552  0.10252722 -1.02054855  0.03973537 -0.08008914 -0.22204333
 -0.01540345 -0.33087978 -0.70216815  2.7393728 ]"
Nail ridging,0.09721420830880691,0.12190808795068228,"[-0.6781615   4.36450076 -0.45360175 -0.37360766  1.07756042 -0.30353926
 -0.71717309 -0.55308221  0.26199954 -0.72360591  0.07413026 -0.64426963
  0.92477535 -0.4816061  -0.57583684 -0.31708711 -0.65672455  0.60636573
 -0.2188393  -0.17703472 -0.73719083  1.1469379   0.17825067  0.08675022
  0.15893698 -0.17127083 -0.31757082 -0.78000571]"
Kidney enlargement,0.09728019514919392,0.11280272425073447,"[-0.63902694 -0.69884971 -0.07578641 -0.54991987 -0.26186255 -0.41200506
 -0.43277058 -0.25395277 -0.25973865  0.25021664 -0.76957017  0.02491495
  2.13014863 -0.06610921 -0.25621015 -0.08304573 -0.16738413  4.3638151
 -0.67415887 -0.59205385  0.29307401 -0.41289515  0.18074792  0.25072694
 -0.79883814 -0.02785596 -0.25326618  0.1916559 ]"
Bladder neck obstruction,0.09730785358780329,0.10117045142451758,"[-5.84349222e-01 -9.21651700e-01 -3.78809705e-01 -4.46679537e-01
  2.57199712e-01 -5.56440268e-01 -5.62768888e-01 -9.44325657e-01
 -6.83838442e-01  7.48860721e-01 -2.46441933e-03  1.22653656e+00
  1.03019404e+00 -4.75758691e-01  8.92952905e-02  9.47090702e-02
  3.97221987e-01  4.12556678e+00 -5.13760459e-01 -8.50707302e-01
 -8.10796610e-02 -8.79079024e-01  2.01895029e-01 -2.03797564e-02
 -6.00625615e-01 -9.63902891e-02 -6.79683125e-01  1.10731258e+00]"
Penile blister,0.09732142295355775,0.09921592419574451,"[-0.7705301   0.85811271 -0.86938831 -0.6753395  -0.53347464 -0.50995738
 -0.61763351  0.2622377   0.82316976 -0.10251114  0.88114039 -0.48784423
  0.54390795 -0.39005841 -0.61582797 -0.950893    0.2688093   1.69275793
 -0.82734745  4.00634475 -0.23332872 -0.08596202 -0.04253008 -0.00700207
 -0.22312899 -0.57495277 -0.9464817   0.1277115 ]"
BRASH syndrome,0.09732408841539707,0.1053720438462278,"[-0.52414408 -0.588909   -0.62680398 -0.58196264  0.05474122 -0.79782012
 -0.56994751  0.09325829 -0.62989787  0.18704625 -0.12519943  2.38418274
  0.80365267 -0.25435062 -0.19754962 -0.32628286  0.60100476  2.96392318
 -0.20481105 -0.57892027 -0.19406375 -0.47230526 -0.86534447  0.04767791
 -0.68863677  2.56102383 -0.87299524 -0.59656633]"
Albumin globulin ratio increased,0.09734011932908158,0.14735940303564413,"[ 1.3666826  -0.0469633  -0.6553188  -0.35701453  3.88200818 -0.44683699
  0.40509816 -0.54140206 -0.42543357 -0.33554782 -0.46345552 -0.65673724
  0.1048751  -0.19998482 -0.22870491 -0.49948708  1.20121352 -0.5475126
 -0.57985131 -0.15132211 -0.29881549 -0.50557423 -0.60317413  2.22495048
 -0.65712674 -0.2047132  -0.30333533 -0.47651624]"
Perineal infection,0.09734011932908158,0.14735940303564413,"[ 1.3666826  -0.0469633  -0.6553188  -0.35701453  3.88200818 -0.44683699
  0.40509816 -0.54140206 -0.42543357 -0.33554782 -0.46345552 -0.65673724
  0.1048751  -0.19998482 -0.22870491 -0.49948708  1.20121352 -0.5475126
 -0.57985131 -0.15132211 -0.29881549 -0.50557423 -0.60317413  2.22495048
 -0.65712674 -0.2047132  -0.30333533 -0.47651624]"
Tongue injury,0.09734011932908158,0.14735940303564413,"[ 1.3666826  -0.0469633  -0.6553188  -0.35701453  3.88200818 -0.44683699
  0.40509816 -0.54140206 -0.42543357 -0.33554782 -0.46345552 -0.65673724
  0.1048751  -0.19998482 -0.22870491 -0.49948708  1.20121352 -0.5475126
 -0.57985131 -0.15132211 -0.29881549 -0.50557423 -0.60317413  2.22495048
 -0.65712674 -0.2047132  -0.30333533 -0.47651624]"
Pancreatectomy,0.09734011932908158,0.14735940303564413,"[ 1.3666826  -0.0469633  -0.6553188  -0.35701453  3.88200818 -0.44683699
  0.40509816 -0.54140206 -0.42543357 -0.33554782 -0.46345552 -0.65673724
  0.1048751  -0.19998482 -0.22870491 -0.49948708  1.20121352 -0.5475126
 -0.57985131 -0.15132211 -0.29881549 -0.50557423 -0.60317413  2.22495048
 -0.65712674 -0.2047132  -0.30333533 -0.47651624]"
Implant site injury,0.09734011932908158,0.14735940303564413,"[ 1.3666826  -0.0469633  -0.6553188  -0.35701453  3.88200818 -0.44683699
  0.40509816 -0.54140206 -0.42543357 -0.33554782 -0.46345552 -0.65673724
  0.1048751  -0.19998482 -0.22870491 -0.49948708  1.20121352 -0.5475126
 -0.57985131 -0.15132211 -0.29881549 -0.50557423 -0.60317413  2.22495048
 -0.65712674 -0.2047132  -0.30333533 -0.47651624]"
Erythropenia,0.09735706820772194,0.11580670686774776,"[-0.18601102  0.26529064 -0.29391118 -0.77991838  0.53917356 -0.51706338
  0.05308788 -0.62675471 -0.60783177 -0.75053033  3.66600574 -0.42627659
  1.52280916 -0.09900357 -0.83877749 -0.6801825   0.43010364  0.33042553
 -0.18868902 -0.08118556 -0.78350091 -0.40449745 -0.73016174  2.09298517
 -0.78073024  0.94372704 -0.75675132 -0.3118312 ]"
Auricular haematoma,0.09737299331131258,0.13605985896229866,"[-0.68652285 -0.66679378 -0.71176006 -0.52509477 -0.43894501 -0.50391044
 -0.50638877 -0.66964657  1.01438452 -0.45587325  0.45177666 -0.13536589
 -0.30466466 -0.28985252  0.19069936  0.78905071 -0.10745138  0.37836624
 -0.26438524 -0.6972126   4.44524732  1.29550267 -0.47313344 -0.18080972
  0.10778285 -0.44417153 -0.14110426 -0.46972359]"
Micrographic skin surgery,0.09737704145455998,0.09652401064791111,"[-0.81782597  2.11669559 -0.33948175 -0.25073769  0.01729809 -0.60557101
 -0.87295138 -0.80780561  0.87276241 -0.6432936   0.27105276 -0.30415201
  2.70196032 -0.85250942 -0.29050447 -0.63996248 -0.05825586 -0.10324339
 -0.93464423  2.65696667 -0.59549165  0.92427117 -0.20248761 -0.65158434
  0.02383475 -0.37999472 -0.90274525  0.66840067]"
Hyperosmolar state,0.09737704145455998,0.09652401064791111,"[-0.81782597  2.11669559 -0.33948175 -0.25073769  0.01729809 -0.60557101
 -0.87295138 -0.80780561  0.87276241 -0.6432936   0.27105276 -0.30415201
  2.70196032 -0.85250942 -0.29050447 -0.63996248 -0.05825586 -0.10324339
 -0.93464423  2.65696667 -0.59549165  0.92427117 -0.20248761 -0.65158434
  0.02383475 -0.37999472 -0.90274525  0.66840067]"
Nasal obstruction,0.09738939146128749,0.13350206836864986,"[-0.52021579 -0.42849446 -0.72135857 -0.62224798 -0.02878245 -0.20929154
 -0.61319446 -0.7063865  -0.52487409  0.31398577  0.1729863  -0.19554635
  1.53836274  0.16530948 -0.62495217 -0.68002247  0.42078716  1.42026745
  0.2369435  -0.26132464 -0.69404134 -0.16934471  0.01818511 -0.72191801
 -0.0183446   4.28170719 -0.45045302 -0.37774153]"
Gastric pH decreased,0.09741570288555859,0.1047932181137374,"[-0.27982177  0.9829378  -0.71645181 -0.7447801  -0.8286363  -0.21463748
 -0.38370167 -0.79722111  1.11974583 -0.48651973  0.53497874 -0.57722745
 -0.7240958   0.23938961  0.4286535   0.32682478  0.2233271   0.56619767
 -0.4677294  -0.46913589  4.14887029  1.09970631 -0.00441243 -0.77956697
 -0.23526626 -0.86911403 -0.27865939 -0.81365407]"
Incision site complication,0.09745896751493481,0.12972112412843861,"[-1.69329070e-01 -3.50457794e-01 -2.21681121e-01 -6.41805594e-01
 -5.56848496e-03 -5.54557593e-01 -5.00721355e-01  1.53893522e-01
  8.25518716e-01 -6.81215598e-01 -7.41776985e-01  3.38948380e+00
 -4.76165380e-01 -3.24598812e-01  7.70151595e-01 -2.52400830e-01
 -6.10567316e-01  3.01988316e-03 -6.84544250e-01 -4.52186142e-01
  3.06088474e+00  8.97705325e-01 -5.77705325e-01 -6.70400425e-01
  1.28920681e-01 -5.81117331e-01 -3.14295969e-01 -4.18482895e-01]"
Post procedural haematuria,0.09745896751493481,0.12972112412843861,"[-1.69329070e-01 -3.50457794e-01 -2.21681121e-01 -6.41805594e-01
 -5.56848496e-03 -5.54557593e-01 -5.00721355e-01  1.53893522e-01
  8.25518716e-01 -6.81215598e-01 -7.41776985e-01  3.38948380e+00
 -4.76165380e-01 -3.24598812e-01  7.70151595e-01 -2.52400830e-01
 -6.10567316e-01  3.01988316e-03 -6.84544250e-01 -4.52186142e-01
  3.06088474e+00  8.97705325e-01 -5.77705325e-01 -6.70400425e-01
  1.28920681e-01 -5.81117331e-01 -3.14295969e-01 -4.18482895e-01]"
Colon cancer stage I,0.09745896751493481,0.12972112412843861,"[-1.69329070e-01 -3.50457794e-01 -2.21681121e-01 -6.41805594e-01
 -5.56848496e-03 -5.54557593e-01 -5.00721355e-01  1.53893522e-01
  8.25518716e-01 -6.81215598e-01 -7.41776985e-01  3.38948380e+00
 -4.76165380e-01 -3.24598812e-01  7.70151595e-01 -2.52400830e-01
 -6.10567316e-01  3.01988316e-03 -6.84544250e-01 -4.52186142e-01
  3.06088474e+00  8.97705325e-01 -5.77705325e-01 -6.70400425e-01
  1.28920681e-01 -5.81117331e-01 -3.14295969e-01 -4.18482895e-01]"
Chest wall abscess,0.09745896751493481,0.12972112412843861,"[-1.69329070e-01 -3.50457794e-01 -2.21681121e-01 -6.41805594e-01
 -5.56848496e-03 -5.54557593e-01 -5.00721355e-01  1.53893522e-01
  8.25518716e-01 -6.81215598e-01 -7.41776985e-01  3.38948380e+00
 -4.76165380e-01 -3.24598812e-01  7.70151595e-01 -2.52400830e-01
 -6.10567316e-01  3.01988316e-03 -6.84544250e-01 -4.52186142e-01
  3.06088474e+00  8.97705325e-01 -5.77705325e-01 -6.70400425e-01
  1.28920681e-01 -5.81117331e-01 -3.14295969e-01 -4.18482895e-01]"
Soft tissue necrosis,0.09745896751493481,0.12972112412843861,"[-1.69329070e-01 -3.50457794e-01 -2.21681121e-01 -6.41805594e-01
 -5.56848496e-03 -5.54557593e-01 -5.00721355e-01  1.53893522e-01
  8.25518716e-01 -6.81215598e-01 -7.41776985e-01  3.38948380e+00
 -4.76165380e-01 -3.24598812e-01  7.70151595e-01 -2.52400830e-01
 -6.10567316e-01  3.01988316e-03 -6.84544250e-01 -4.52186142e-01
  3.06088474e+00  8.97705325e-01 -5.77705325e-01 -6.70400425e-01
  1.28920681e-01 -5.81117331e-01 -3.14295969e-01 -4.18482895e-01]"
Hepatitis C antibody positive,0.09745896751493481,0.12972112412843861,"[-1.69329070e-01 -3.50457794e-01 -2.21681121e-01 -6.41805594e-01
 -5.56848496e-03 -5.54557593e-01 -5.00721355e-01  1.53893522e-01
  8.25518716e-01 -6.81215598e-01 -7.41776985e-01  3.38948380e+00
 -4.76165380e-01 -3.24598812e-01  7.70151595e-01 -2.52400830e-01
 -6.10567316e-01  3.01988316e-03 -6.84544250e-01 -4.52186142e-01
  3.06088474e+00  8.97705325e-01 -5.77705325e-01 -6.70400425e-01
  1.28920681e-01 -5.81117331e-01 -3.14295969e-01 -4.18482895e-01]"
Prostatic obstruction,0.09745896751493481,0.12972112412843861,"[-1.69329070e-01 -3.50457794e-01 -2.21681121e-01 -6.41805594e-01
 -5.56848496e-03 -5.54557593e-01 -5.00721355e-01  1.53893522e-01
  8.25518716e-01 -6.81215598e-01 -7.41776985e-01  3.38948380e+00
 -4.76165380e-01 -3.24598812e-01  7.70151595e-01 -2.52400830e-01
 -6.10567316e-01  3.01988316e-03 -6.84544250e-01 -4.52186142e-01
  3.06088474e+00  8.97705325e-01 -5.77705325e-01 -6.70400425e-01
  1.28920681e-01 -5.81117331e-01 -3.14295969e-01 -4.18482895e-01]"
Sinus rhythm,0.09745896751493481,0.12972112412843861,"[-1.69329070e-01 -3.50457794e-01 -2.21681121e-01 -6.41805594e-01
 -5.56848496e-03 -5.54557593e-01 -5.00721355e-01  1.53893522e-01
  8.25518716e-01 -6.81215598e-01 -7.41776985e-01  3.38948380e+00
 -4.76165380e-01 -3.24598812e-01  7.70151595e-01 -2.52400830e-01
 -6.10567316e-01  3.01988316e-03 -6.84544250e-01 -4.52186142e-01
  3.06088474e+00  8.97705325e-01 -5.77705325e-01 -6.70400425e-01
  1.28920681e-01 -5.81117331e-01 -3.14295969e-01 -4.18482895e-01]"
Benign vaginal neoplasm,0.09745896751493481,0.12972112412843861,"[-1.69329070e-01 -3.50457794e-01 -2.21681121e-01 -6.41805594e-01
 -5.56848496e-03 -5.54557593e-01 -5.00721355e-01  1.53893522e-01
  8.25518716e-01 -6.81215598e-01 -7.41776985e-01  3.38948380e+00
 -4.76165380e-01 -3.24598812e-01  7.70151595e-01 -2.52400830e-01
 -6.10567316e-01  3.01988316e-03 -6.84544250e-01 -4.52186142e-01
  3.06088474e+00  8.97705325e-01 -5.77705325e-01 -6.70400425e-01
  1.28920681e-01 -5.81117331e-01 -3.14295969e-01 -4.18482895e-01]"
Oxygen consumption decreased,0.09745896751493481,0.12972112412843861,"[-1.69329070e-01 -3.50457794e-01 -2.21681121e-01 -6.41805594e-01
 -5.56848496e-03 -5.54557593e-01 -5.00721355e-01  1.53893522e-01
  8.25518716e-01 -6.81215598e-01 -7.41776985e-01  3.38948380e+00
 -4.76165380e-01 -3.24598812e-01  7.70151595e-01 -2.52400830e-01
 -6.10567316e-01  3.01988316e-03 -6.84544250e-01 -4.52186142e-01
  3.06088474e+00  8.97705325e-01 -5.77705325e-01 -6.70400425e-01
  1.28920681e-01 -5.81117331e-01 -3.14295969e-01 -4.18482895e-01]"
Brain midline shift,0.09747766846624602,0.12774116861264329,"[-0.667189   -0.69852626 -0.08613322 -0.51009459 -0.38453187 -0.27182479
 -0.61182534 -0.19554849  0.13196464 -0.17059067 -0.10044225 -0.5148229
  1.5725695   0.11275528 -0.47442046  0.05147636 -0.43794307  4.65556439
 -0.04526855 -0.39222837  0.14573945 -0.55492084  0.31107265  0.1956275
 -0.75663114  0.02542604 -0.2551817  -0.07407228]"
Anaesthetic complication neurological,0.09748010132794402,0.11955679758991432,"[-0.47985007  3.23991099 -0.75669169 -0.35017515  1.08107282 -0.64192028
 -0.62012243 -0.14632948 -0.54141015 -0.37227881 -0.54270571  3.27415831
 -0.21521068 -0.53010314  0.02357411 -0.36557221 -0.72123586  0.17293433
 -0.45594193 -0.33646409 -0.28348796  0.39470179 -0.11290317 -0.38295647
  0.92319106 -0.55893245 -0.41754775 -0.27770395]"
Carboxyhaemoglobin increased,0.09749485610518605,0.09444762185950227,"[ 0.13491167  2.45644848  0.0793123   0.73994734 -0.76321613 -0.64159311
 -0.8760244  -0.90786648 -0.58602    -0.19722977  0.18183826  2.52269421
  0.29173689 -0.53454892  0.47606756 -0.44812652 -0.81184348  0.03391823
 -0.99264042 -0.91899137 -0.66344567  0.20136432 -0.04833092 -0.17012049
 -0.14381553 -0.40151914  2.73597451 -0.74888139]"
Hypotensive crisis,0.09751765301916748,0.10649114988020854,"[-0.90336769 -0.36068728 -0.83779141 -0.51813354 -0.21194485  0.04235452
 -0.07507989 -0.21054676 -0.76577858  0.85261219 -0.30707135  2.58170415
 -0.7390277   2.56158888  0.10713315 -0.67880543 -0.12213901 -0.6694258
 -0.48843929 -0.08111312 -0.69094623 -0.33864852  0.9899534  -0.39051646
  0.19785595 -0.77788355 -0.7524626   2.58660679]"
Retinal phototoxicity,0.09752211763822873,0.1436837842886649,"[ 0.24063377 -0.16504961 -0.33383403 -0.33542297 -0.52883361  0.01037433
 -0.25963885 -0.04589817 -0.66899772 -0.67483649 -0.17828918 -0.02978422
  4.74499604 -0.37714784  0.43477239 -0.31415979 -0.17351581  1.22783179
 -0.14599394 -0.6057711  -0.52336248  0.38192061 -0.48437392 -0.50918538
 -0.5779269   0.03805327  0.29767985 -0.44424006]"
Vaginal operation,0.09765561261779761,0.11387802031395747,"[-0.18784867  1.50839405 -0.61340531  0.46522014 -0.16507251 -0.47397782
 -0.82012638 -0.62931007 -0.24041622 -0.21230457  0.22405809 -0.2540046
  0.39828583 -0.6120645  -0.85062291 -0.43166197  0.23934056 -0.35422133
 -0.32678825  0.24365049 -0.71074489  0.71278274 -0.19456465 -0.65276919
  0.24671465  4.45236182 -0.1401322  -0.62077234]"
Ear neoplasm malignant,0.09765561261779761,0.11387802031395747,"[-0.18784867  1.50839405 -0.61340531  0.46522014 -0.16507251 -0.47397782
 -0.82012638 -0.62931007 -0.24041622 -0.21230457  0.22405809 -0.2540046
  0.39828583 -0.6120645  -0.85062291 -0.43166197  0.23934056 -0.35422133
 -0.32678825  0.24365049 -0.71074489  0.71278274 -0.19456465 -0.65276919
  0.24671465  4.45236182 -0.1401322  -0.62077234]"
Dysmetria,0.09778011924520667,0.12887783271527525,"[ 0.55902358 -0.64722494 -0.679028   -0.75647215 -0.62600022  0.30959582
 -0.36882757 -0.20498543 -0.53497377 -0.07373207 -0.38077558  0.24947138
  3.78901697 -0.07622263 -0.72876671 -0.60819679  0.16433776  0.42804574
 -0.2968055  -0.50788796  2.44031974  1.31745191 -0.74512766 -0.42577266
 -0.27608941 -0.11663861 -0.66980568 -0.53392955]"
Heart rate variability increased,0.09778673243376293,0.11764323442554822,"[ 0.59582556 -0.72895254  0.2346736  -0.19897241  2.80335118 -0.58065587
  3.4093502  -0.65832416 -0.69227128 -0.07374479 -0.40141186 -0.6369801
 -0.3192962   0.58270836 -0.60800592  0.31058282  1.1903207  -0.50027804
 -0.63732474 -0.29505217 -0.63435795 -0.26037664 -0.41645305 -0.6150912
 -0.60408588 -0.8008132  -0.21939064  0.75502623]"
Anal infection,0.09779641095415822,0.14291676698014527,"[-0.54141483 -0.02173317 -0.35321467 -0.48110175 -0.47853147 -0.13571129
 -0.54689834 -0.18662073  0.0886893  -0.52352667  0.07155221 -0.64874978
  1.58519452  0.27778365 -0.16471458 -0.13600824 -0.24040396  4.62294083
  0.12125036 -0.15004194 -0.6520468  -0.60456058  0.52358122  0.14907498
 -0.53054232  0.03721855 -0.49593227 -0.58553223]"
Bronchopneumopathy,0.09779949827082289,0.1214210537435405,"[-0.22039552 -0.69087489 -0.08254692 -0.58720086  0.64169827 -0.24041656
  0.2720221  -0.74611458 -0.26900084 -0.18969021 -0.71748234  1.11552443
 -0.24279665 -0.57902726 -0.54473835 -0.33703748  1.10065901 -0.59239278
 -0.63211125 -0.34427679 -0.65874999 -0.51566538  1.08541018 -0.47207026
  0.02657141  0.84135059 -0.66535957  4.24471247]"
Scleroderma renal crisis,0.09782622189127974,0.1179952952165061,"[-0.66423814  0.05264877 -0.43457378 -0.15804096  3.31721376 -0.35323369
 -0.45157514 -0.39039096 -0.68605688  0.79813402  0.595419   -0.61502302
  0.88043553 -0.30467688 -0.29903051 -0.22249572 -0.29731927  3.2145615
 -0.74597935 -0.41672293 -0.14747391 -0.15917198  0.13184061 -0.77426635
 -0.28737652 -0.10235683 -0.7913878  -0.68886259]"
Metastases to biliary tract,0.09782622189127974,0.1179952952165061,"[-0.66423814  0.05264877 -0.43457378 -0.15804096  3.31721376 -0.35323369
 -0.45157514 -0.39039096 -0.68605688  0.79813402  0.595419   -0.61502302
  0.88043553 -0.30467688 -0.29903051 -0.22249572 -0.29731927  3.2145615
 -0.74597935 -0.41672293 -0.14747391 -0.15917198  0.13184061 -0.77426635
 -0.28737652 -0.10235683 -0.7913878  -0.68886259]"
Toxic erythema of chemotherapy,0.09782622189127974,0.1179952952165061,"[-0.66423814  0.05264877 -0.43457378 -0.15804096  3.31721376 -0.35323369
 -0.45157514 -0.39039096 -0.68605688  0.79813402  0.595419   -0.61502302
  0.88043553 -0.30467688 -0.29903051 -0.22249572 -0.29731927  3.2145615
 -0.74597935 -0.41672293 -0.14747391 -0.15917198  0.13184061 -0.77426635
 -0.28737652 -0.10235683 -0.7913878  -0.68886259]"
